DATE,29-Oct-13,,,,,,,,,,,,,,,,,,,,,
TIME,09:28 GMT,,,,,,,,,,,,,,,,,,,,,
FILE,SD_DJI.xlsx,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,OTC_DJI,,,,,,,,,,,,,,,,,,,,,
SPOT,15568.93,,,,,,,,,,,,,,,,,,,,,
CURRENCY,USD,,,,,,,,,,,,,,,,,,,,,
SABR PARAMETERS,,,,,,set1,,,,,,,,,,,,,,,,
atmvolshort,0.0922340628,,,,oldparams,0.09372251,0.09364428,,,,,,,,,,,,,,,
atmvol1year,0.1465977652,,,,,0.14417087,0.14437672,,,,,,,,,,,,,,,
atmvolLong,0.1670456672,,,,,0.15679272,0.15385343,,,,,,,,,,,,,,,
atmWingL,1.0087505138,,,,,1.22395203,1.3810807,,,,,,,,,,,,,,,
atmWingR,19.8194918628,,,,,6.54940384,5.22028817,,,,,,,,,,,,,,,
skewshort,-0.0090263012,,,,,-0.06127985,-0.05899302,,,,,,,,,,,,,,,
skew1year,-0.2867840272,,,,,-0.2673227,-0.25968926,,,,,,,,,,,,,,,
skewlong,-0.5998656588,,,,,-0.2598675,-0.25117052,,,,,,,,,,,,,,,
skewwingL,12.3373870586,,,,,3.59231322,2.98205835,,,,,,,,,,,,,,,
skewwingR,0.2226763177,,,,,3.63999923,4.63357458,,,,,,,,,,,,,,,
kurtosisshort,0.7198071805,,,,,0.53835634,0.54010172,,,,,,,,,,,,,,,
kurtosislong,0.2221995159,,,,,0.43239997,0.32444182,,,,,,,,,,,,,,,
kurtosisgrowth,1.5964560239,,,,,0.35988958,0.02464698,,,,,,,,,,,,,,,
END SABR PARAMETERS,,,,,,,,,,,,,,,,,,,,,,
VOL SURFACE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
,%ATMS,80%,82%,84%,86%,88%,90%,92%,94%,96%,98%,100%,102%,104%,106%,108%,110%,112%,114%,116%,118%,120%
Term,Strike,12455.144,12766.5226,13077.9012,13389.2798,13700.6584,14012.037,14323.4156,14634.7942,14946.1728,15257.5514,15568.93,15880.3086,16191.6872,16503.0658,16814.4444,17125.823,17437.2016,17748.5802,18059.9588,18371.3374,18682.716
5-Nov-13,,30.3048896443,29.0922976981,27.7603064497,26.1950771048,24.3465989929,22.2286895671,19.8497840202,17.1856879592,14.2244126699,11.4223201687,9.704123203,9.7278110227,11.003026588,12.7652206827,14.5464152007,16.1752031464,17.5375772989,18.6975519522,19.7612039517,20.7784251166,21.7429222397
29-Nov-13,,26.4393283185,25.0514527456,23.6439543387,22.197932381,20.692988707,19.1088128292,17.4276741998,15.6386530613,13.7456539429,11.9634716553,10.6889819667,10.208570014,10.4331356838,11.1568738295,12.1573695262,13.2392322894,14.2514408153,15.1818291793,16.0526576658,16.8746899318,17.6470725892
30-Dec-13,,24.1406675254,22.8143786659,21.5136662026,20.2310180387,18.9548598234,17.670421757,16.3643877818,15.0283818901,13.6592467393,12.3438589589,11.2578936567,10.5534615298,10.2772622683,10.4455190257,10.9772296846,11.6948319162,12.445168065,13.1904675317,13.9218487057,14.6296546218,15.3034688998
29-Jan-14,,22.747923014,21.6869938963,20.6416735481,19.5779892278,18.485703015,17.3780612985,16.2655336899,15.1432658098,14.0050715766,12.8983445017,11.9224968813,11.1703831391,10.7074897623,10.5916566139,10.7942356358,11.1934878195,11.6768032555,12.2085712412,12.7746384672,13.3568790515,13.9320262892
29-Apr-14,,21.4973097262,20.7004411219,19.8733612962,19.0307408325,18.1830998367,17.3367264966,16.495880265,15.6579055417,14.8193181847,13.9949295821,13.2177262509,12.5223183292,11.9468908498,11.5294079358,11.2846629992,11.2045715471,11.274218299,11.4532284994,11.6945013988,11.9670158855,12.2568778473
29-Jul-14,,21.1442156009,20.4418724489,19.7344902519,19.0301133553,18.326551433,17.6114100722,16.8765280194,16.1323943366,15.3942942613,14.6805000611,14.0122379591,13.4104865829,12.894883169,12.4838914638,12.1761886618,11.9506600192,11.7919571808,11.7111115475,11.7246508634,11.8236778921,11.9737567477
29-Oct-14,,20.955840096,20.3468637563,19.7348691949,19.1166672704,18.4883022129,17.8450945676,17.1856651178,16.5217361945,15.8681526999,15.2374721492,14.6399892157,14.0881633488,13.6035709149,13.2088084585,12.898949792,12.6416263219,12.412924917,12.227376567,12.1083575369,12.0618724732,12.0765663862
29-Apr-15,,21.0129151026,20.5288652476,20.0354104869,19.5256395533,19.0007344573,18.4701086667,17.9425780069,17.4224271637,16.9127095075,16.4181844446,15.9454008084,15.5010537063,15.0922855761,14.7260075618,14.4046335646,14.1262728738,13.8892969914,13.6934977913,13.5388779643,13.4227201564,13.3396202295
29-Oct-15,,21.048912169,20.625990613,20.1900805467,19.7335683041,19.2602601169,18.7853713693,18.3215600673,17.8693021161,17.4261913501,16.9935771937,16.5765655204,16.1796604372,15.8043038406,15.4513720766,15.1263772942,14.8394652296,14.5977844609,14.3956981185,14.2244930837,14.0781693812,13.9534408656
31-Oct-16,,21.2180324841,20.8365513255,20.441156153,20.0416582713,19.6450331451,19.2554188767,18.875597208,18.5034235104,18.1357136037,17.7736760871,17.4229106848,17.0880716116,16.7692726431,16.4655584441,16.1774825005,15.9071071874,15.656876588,15.4304976226,15.2318369987,15.061183393,14.9152469535
30-Oct-17,,21.4344742734,21.0868515222,20.726843287,20.3672714569,20.0145114754,19.6684932073,19.3288563941,18.9951980808,18.6671560575,18.3455641913,18.0324533319,17.7294824742,17.4366121736,17.1534631821,16.881611879,16.6245902382,16.3849988654,16.1613736245,15.9514111713,15.7568744313,15.583592859
29-Oct-18,,21.5635779054,21.2359403073,20.8967507421,20.5605848306,20.233436055,19.9127556885,19.5963609165,19.2848725421,18.9795570684,18.6810217387,18.3892553449,18.104234746,17.8258691263,17.5541364418,17.2912157647,17.0414859571,16.8076498682,16.5853607053,16.3688792094,16.1607914181,15.9720199912
29-Oct-20,,21.7108730105,21.4058493522,21.090157105,20.7803371048,20.4819281494,20.1895831646,19.8990855656,19.6122121246,19.3320430438,19.0589266815,18.7905954935,18.5251926273,18.2625995341,18.0032107645,17.7498852817,17.5079430497,17.2802096102,17.0592078783,16.8354699868,16.612476894,16.4066896027
30-Oct-23,,21.8206119292,21.5323092377,21.2339512195,20.9435195249,20.6662025757,20.3945891216,20.1229780997,19.8539999388,19.5920576969,19.3373076359,19.0858491752,18.8345137644,18.5831809942,18.3325606145,18.086012446,17.8495411894,17.6260671139,17.4058793893,17.1768508202,16.9431016935,16.7250498666
END VOL SURFACE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
TERM STRUCTURE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
Term,ATM Vol Mid(%),ATM Vol Spread(%),Var Swap(%),Forward Price(USD),Forward Price(%),Dividend points,Security Lending(%),Funding rate(%),,,,,,,,,,,,,,
5-Nov-13,9.7,0.54,10.28,15567.55,99.99,1.93,0,0.18,,,,,,,,,,,,,,
29-Nov-13,10.69,0.5,12.26,15517.63,99.67,53.55,0,0.17,,,,,,,,,,,,,,
30-Dec-13,11.26,0.45,13.06,15499.04,99.55,75.38,0,0.21,,,,,,,,,,,,,,
29-Jan-14,11.92,0.4,13.84,15491.33,99.5,86.81,0,0.23,,,,,,,,,,,,,,
29-Apr-14,13.22,0.39,15.4,15418.87,99.04,168.68,0,0.24,,,,,,,,,,,,,,
29-Jul-14,14.01,0.37,16.41,15342.33,98.54,257.01,0,0.26,,,,,,,,,,,,,,
29-Oct-14,14.64,0.36,17.09,15271.11,98.09,341.87,0,0.28,,,,,,,,,,,,,,
29-Apr-15,15.95,0.33,18.32,15146.75,97.29,501.42,0,0.34,,,,,,,,,,,,,,
29-Oct-15,16.58,0.3,18.97,15034.19,96.57,665.23,0,0.42,,,,,,,,,,,,,,
31-Oct-16,17.42,0.3,19.89,14912.06,95.78,971.28,0,0.69,,,,,,,,,,,,,,
30-Oct-17,18.03,0.3,20.48,14942.38,95.98,1260.39,0,1.05,,,,,,,,,,,,,,
29-Oct-18,18.39,0.3,20.8,15114.01,97.08,1534.04,0,1.43,,,,,,,,,,,,,,
29-Oct-20,18.79,0.3,21.08,15764.12,101.25,2037.7,0,2.09,,,,,,,,,,,,,,
30-Oct-23,19.09,0.3,21.15,17236.17,110.71,2695.51,0,2.76,,,,,,,,,,,,,,
END TERM STRUCTURE STANDARD DATES,,,,,,,,,,,,,,,,,,,,,,
VOL SPREADS,,,,,,,,,,,,,,,,,,,,,,
Date,Days,Volatility Spread (%),,,,,,,,,,,,,,,,,,,,
28-Nov-13,30,0.5,,,,,,,,,,,,,,,,,,,,
27-Jan-14,90,0.4,,,,,,,,,,,,,,,,,,,,
29-Oct-15,730,0.3,,,,,,,,,,,,,,,,,,,,
28-Oct-18,1825,0.3,,,,,,,,,,,,,,,,,,,,
27-Oct-23,3650,0.3,,,,,,,,,,,,,,,,,,,,
END VOL SPREADS,,,,,,,,,,,,,,,,,,,,,,
RATES,,,,,,,,,,,,,,,,,,,,,,
Date,Days,Rate (%pa),Discount Factor,,,,,,,,,,,,,,,,,,,
30-Oct-13,1,0.16,0.9999955556,,,,,,,,,,,,,,,,,,,
31-Oct-13,2,0.1600003556,0.9999911112,,,,,,,,,,,,,,,,,,,
5-Nov-13,7,0.181515595,0.9999647065,,,,,,,,,,,,,,,,,,,
29-Nov-13,31,0.1675788631,0.9998557168,,,,,,,,,,,,,,,,,,,
31-Dec-13,63,0.2068169773,0.9996382012,,,,,,,,,,,,,,,,,,,
31-Jan-14,94,0.234238307,0.9993887516,,,,,,,,,,,,,,,,,,,
18-Mar-14,140,0.2278696702,0.9991146248,,,,,,,,,,,,,,,,,,,
19-Jun-14,233,0.2507567125,0.9983796765,,,,,,,,,,,,,,,,,,,
18-Sep-14,324,0.2732651952,0.997546647,,,,,,,,,,,,,,,,,,,
17-Dec-14,414,0.2977565908,0.9965867255,,,,,,,,,,,,,,,,,,,
17-Mar-15,504,0.3267135316,0.995443877,,,,,,,,,,,,,,,,,,,
18-Jun-15,597,0.3621246356,0.994023544,,,,,,,,,,,,,,,,,,,
17-Sep-15,688,0.4026034441,0.9923506543,,,,,,,,,,,,,,,,,,,
16-Dec-15,778,0.4497191868,0.990349723,,,,,,,,,,,,,,,,,,,
31-Oct-16,1098,0.6900203883,0.9792450664,,,,,,,,,,,,,,,,,,,
31-Oct-17,1463,1.0502932415,0.9584286481,,,,,,,,,,,,,,,,,,,
31-Oct-18,1828,1.4311472935,0.9303863238,,,,,,,,,,,,,,,,,,,
31-Oct-19,2193,1.7815063146,0.8980153833,,,,,,,,,,,,,,,,,,,
30-Oct-20,2558,2.0885605639,0.8634016152,,,,,,,,,,,,,,,,,,,
29-Oct-21,2922,2.3436587611,0.8285881407,,,,,,,,,,,,,,,,,,,
31-Oct-22,3289,2.5693260602,0.7931272618,,,,,,,,,,,,,,,,,,,
31-Oct-23,3654,2.7578358384,0.7587142948,,,,,,,,,,,,,,,,,,,
31-Oct-25,4385,3.0636082116,0.6924200633,,,,,,,,,,,,,,,,,,,
31-Oct-28,5481,3.3618719817,0.6044542347,,,,,,,,,,,,,,,,,,,
31-Oct-33,7307,3.620090379,0.4858815127,,,,,,,,,,,,,,,,,,,
29-Oct-38,9131,3.7551662464,0.3925825321,,,,,,,,,,,,,,,,,,,
30-Oct-43,10958,3.8149568648,0.3199380275,,,,,,,,,,,,,,,,,,,
31-Oct-53,14612,3.8082235801,0.2193668141,,,,,,,,,,,,,,,,,,,
31-Oct-63,18264,3.7000578526,0.1582992293,,,,,,,,,,,,,,,,,,,
END RATES,,,,,,,,,,,,,,,,,,,,,,
DIVIDENDS,,,,,,,,,,,,,,,,,,,,,,
Date,Implied Dividends,,,,,,,,,,,,,,,,,,,,,
31-Oct-13,0.2267,,,,,,,,,,,,,,,,,,,,,
5-Nov-13,1.7004,,,,,,,,,,,,,,,,,,,,,
7-Nov-13,15.7196,,,,,,,,,,,,,,,,,,,,,
13-Nov-13,4.9879,,,,,,,,,,,,,,,,,,,,,
14-Nov-13,10.845,,,,,,,,,,,,,,,,,,,,,
20-Nov-13,4.4589,,,,,,,,,,,,,,,,,,,,,
25-Nov-13,4.6101,,,,,,,,,,,,,,,,,,,,,
27-Nov-13,3.2497,,,,,,,,,,,,,,,,,,,,,
29-Nov-13,7.7465,,,,,,,,,,,,,,,,,,,,,
5-Dec-13,3.0797,,,,,,,,,,,,,,,,,,,,,
6-Dec-13,9.1446,,,,,,,,,,,,,,,,,,,,,
10-Dec-13,0.9976,,,,,,,,,,,,,,,,,,,,,
13-Dec-13,3.2497,,,,,,,,,,,,,,,,,,,,,
20-Dec-13,5.3658,,,,,,,,,,,,,,,,,,,,,
2-Jan-14,3.7787,,,,,,,,,,,,,,,,,,,,,
8-Jan-14,3.4009,,,,,,,,,,,,,,,,,,,,,
16-Jan-14,4.2473,,,,,,,,,,,,,,,,,,,,,
30-Jan-14,1.8138,,,,,,,,,,,,,,,,,,,,,
5-Feb-14,1.7004,,,,,,,,,,,,,,,,,,,,,
6-Feb-14,6.6506,,,,,,,,,,,,,,,,,,,,,
7-Feb-14,4.3078,,,,,,,,,,,,,,,,,,,,,
13-Feb-14,22.5591,,,,,,,,,,,,,,,,,,,,,
19-Feb-14,1.7382,,,,,,,,,,,,,,,,,,,,,
21-Feb-14,1.4359,,,,,,,,,,,,,,,,,,,,,
24-Feb-14,4.6101,,,,,,,,,,,,,,,,,,,,,
27-Feb-14,5.8948,,,,,,,,,,,,,,,,,,,,,
6-Mar-14,3.4764,,,,,,,,,,,,,,,,,,,,,
10-Mar-14,3.552,,,,,,,,,,,,,,,,,,,,,
11-Mar-14,0.9976,,,,,,,,,,,,,,,,,,,,,
12-Mar-14,2.9474,,,,,,,,,,,,,,,,,,,,,
13-Mar-14,3.2497,,,,,,,,,,,,,,,,,,,,,
3-Apr-14,3.7787,,,,,,,,,,,,,,,,,,,,,
4-Apr-14,1.2848,,,,,,,,,,,,,,,,,,,,,
8-Apr-14,3.4009,,,,,,,,,,,,,,,,,,,,,
21-Apr-14,3.9299,,,,,,,,,,,,,,,,,,,,,
24-Apr-14,4.5458,,,,,,,,,,,,,,,,,,,,,
5-May-14,1.7004,,,,,,,,,,,,,,,,,,,,,
8-May-14,16.2108,,,,,,,,,,,,,,,,,,,,,
9-May-14,4.9879,,,,,,,,,,,,,,,,,,,,,
13-May-14,3.4009,,,,,,,,,,,,,,,,,,,,,
14-May-14,1.7382,,,,,,,,,,,,,,,,,,,,,
15-May-14,11.6007,,,,,,,,,,,,,,,,,,,,,
22-May-14,4.799,,,,,,,,,,,,,,,,,,,,,
23-May-14,4.9879,,,,,,,,,,,,,,,,,,,,,
30-May-14,5.8193,,,,,,,,,,,,,,,,,,,,,
4-Jun-14,2.9474,,,,,,,,,,,,,,,,,,,,,
5-Jun-14,0.0756,,,,,,,,,,,,,,,,,,,,,
6-Jun-14,3.7787,,,,,,,,,,,,,,,,,,,,,
10-Jun-14,1.0973,,,,,,,,,,,,,,,,,,,,,
12-Jun-14,2.1161,,,,,,,,,,,,,,,,,,,,,
